Base Word,Guideword,Level,Part of Speech,Topic
be/have nothing to do with sb,,B2,phrase,
for nothing,,B2,phrase,
"any day/minute/time, etc. now",,B2,phrase,
now and then,,B2,phrase,
in the middle of nowhere,,B2,phrase,
out of/from nowhere,,B2,phrase,
a number of sth,,B2,phrase,
be obliged to do sth,,B2,phrase,
on behalf of sb or on sb's behalf,,B2,phrase,
on (the) condition that,,B2,phrase,
on top of sth,,B2,phrase,
at once,,B2,phrase,
at once,,B2,phrase,
for once,,B2,phrase,
(every) once in a while,,B2,phrase,
one by one,,B2,phrase,
one at a time,,B2,phrase,
one after another,,B2,phrase,
one way or another,,B2,phrase,
one way or the other,,B2,phrase,
not only,,B2,phrase,
have/keep an open mind,,B2,phrase,
or else,,B2,phrase,
the other way around,,B2,phrase,
out of control,,B2,phrase,
out of nowhere,,B2,phrase,
be out of practice,,B2,phrase,
the outside,,B2,phrase,
over and over (again),,B2,phrase,
all over again,,B2,phrase,
play a part in sth,,B2,phrase,
pass a law,,B2,phrase,
keep your word,,C1,phrase,
keep sb going,,C1,phrase,
keep pace with sb/sth,,C1,phrase,
be key to sth,,C1,phrase,
know what you are talking about,,C1,phrase,
the labor market,,C1,phrase,
"land in/on, etc.",,C1,phrase,
foul language,,C1,phrase,
by and large,,C1,phrase,
by law,,C1,phrase,
leave sb doing sth,,C1,phrase,
let alone,,C1,phrase,
for life,,C1,phrase,
in (the) light of sth,,C1,phrase,
like I said,,C1,phrase,
linens,,C1,phrase,
for long,,C1,phrase,
long ago,,C1,phrase,
lose your balance,,C1,phrase,
as many as,,C1,phrase,
a matter of course,,C1,phrase,
it's only a matter of time,,C1,phrase,
may as well do sth,,C1,phrase,
in moderation,,C1,phrase,
for the most part,,C1,phrase,
not much of a sth,,C1,phrase,
(all) to myself,,C1,phrase,
anywhere near sth,,C1,phrase,
nowhere near,,C1,phrase,
nerves,,C1,phrase,
get on sb's nerves,,C1,phrase,
the next best thing,,C1,phrase,
no doubt,,C1,phrase,
no ... whatsoever,,C1,phrase,
the norm,,C1,phrase,
not a/one,,C1,phrase,
make a note of sth,,C1,phrase,
stop at nothing,,C1,phrase,
nothing of the sort/kind,,C1,phrase,
on short notice,,C1,phrase,
every now and then,,C1,phrase,
the old days,,C1,phrase,
on the basis of sth,,C1,phrase,
on the grounds of/that,,C1,phrase,
on hold,,C1,phrase,
on the horizon,,C1,phrase,
on the increase,,C1,phrase,
on loan,,C1,phrase,
on location,,C1,phrase,
on show,,C1,phrase,
on the side,,C1,phrase,
on site,,C1,phrase,
all at once,,C1,phrase,
"from the 1870s/March/6:30 pm, etc. onward",,C1,phrase,
"open to discussion/suggestions, etc.",,C1,phrase,
have a high/low opinion of sb/sth,,C1,phrase,
be opposed to sth,,C1,phrase,
the opposite sex,,C1,phrase,
other than,,C1,phrase,
other than that,,C1,phrase,
out of tune,,C1,phrase,
keep pace with sb/sth,,C1,phrase,
for the most part,,C1,phrase,
keep (sth) quiet,,C2,phrase,
know best,,C2,phrase,
know better,,C2,phrase,
the labor force,,C2,phrase,
sb/sth at large,,C2,phrase,
loom large,,C2,phrase,
a last resort,,C2,phrase,
the last of sth,,C2,phrase,
the last sb heard,,C2,phrase,
at the latest,,C2,phrase,
take the law into your own hands,,C2,phrase,
law and order,,C2,phrase,
lead sb to do sth,,C2,phrase,
lead sb to a conclusion,,C2,phrase,
be led by sth,,C2,phrase,
"leap into/out of/up, etc.",,C2,phrase,
learn sth the hard way,,C2,phrase,
not in the least,,C2,phrase,
leave no stone unturned,,C2,phrase,
the left,,C2,phrase,
let go,,C2,phrase,
let's face it,,C2,phrase,
a matter of life and death,,C2,phrase,
come to light,,C2,phrase,
bring (sth) to light,,C2,phrase,
shed light on,,C2,phrase,
make light of sth,,C2,phrase,
something like,,C2,phrase,
little more/better,,C2,phrase,
long before,,C2,phrase,
be looking to do sth,,C2,phrase,
lose count,,C2,phrase,
at a loss,,C2,phrase,
at a loss for words,,C2,phrase,
be no match for sb/sth,,C2,phrase,
strike a match,,C2,phrase,
be no laughing matter,,C2,phrase,
"a matter of confidence/luck/waiting, etc.",,C2,phrase,
a matter of life and death,,C2,phrase,
"a matter of days/weeks/feet, etc.",,C2,phrase,
be no mean feat,,C2,phrase,
a measure of sth,,C2,phrase,
in memory of sb,,C2,phrase,
be at the mercy of sb/sth,,C2,phrase,
in miniature,,C2,phrase,
the moment (that),,C2,phrase,
morals,,C2,phrase,
"mount a campaign/challenge/protest, etc.",,C2,phrase,
the naked eye,,C2,phrase,
in the name of sth,,C2,phrase,
make a name for yourself,,C2,phrase,
call sb names,,C2,phrase,
as the/its name implies,,C2,phrase,
a narrow escape,,C2,phrase,
if need be,,C2,phrase,
"none too clean/clever/pleased, etc.",,C2,phrase,
"none the happier/poorer/wiser, etc.",,C2,phrase,
not in the least,,C2,phrase,
be nothing if not sth,,C2,phrase,
not sleep a wink,,C2,phrase,
be nothing if not sth,,C2,phrase,
to say nothing of sth,,C2,phrase,
get you nowhere,,C2,phrase,
the odd,,C2,phrase,
of your own accord,,C2,phrase,
every so often,,C2,phrase,
be on the verge of sth,,C2,phrase,
have/carry sth on you,,C2,phrase,
on the dot,,C2,phrase,
on hand,,C2,phrase,
on impulse,,C2,phrase,
on occasion,,C2,phrase,
on the part of sb; on sb's part,,C2,phrase,
be on the brink of sth,,C2,phrase,
on the side,,C2,phrase,
once and for all,,C2,phrase,
(all) in one,,C2,phrase,
one of a kind,,C2,phrase,
only so much/many,,C2,phrase,
"open to debate/question/criticism, etc.",,C2,phrase,
in my humble opinion,,C2,phrase,
as opposed to,,C2,phrase,
economic/political/social order,,C2,phrase,
economic/political/social order,,C2,phrase,
economic/political/social order,,C2,phrase,
economic/political/social order,,C2,phrase,
law and order,,C2,phrase,
"every other day/week, etc.",,C2,phrase,
an ounce of sch.,,C2,phrase,
go out of your way to do sth,,C2,phrase,
get/have sth out of the way,,C2,phrase,
out of place,,C2,phrase,
out of place,,C2,phrase,
be out of the question,,C2,phrase,
be out of touch,,C2,phrase,
at/from the outset,,C2,phrase,
get sth over (and done) with,,C2,phrase,
"overflow with confidence/happiness/love, etc.",,C2,phrase,
"owe your existence/success, etc., to sb/sth",,C2,phrase,
pace yourself,,C2,phrase,
on the part of sb; on sb's part,,C2,phrase,
the best/better part of sth,,C2,phrase,
keep a low profile,IDIOM,C1,phrase,
keep your cool,IDIOM,C1,phrase,
look on the bright side,IDIOM,C1,phrase,
lose your head,IDIOM,C1,phrase,
keep a low profile,IDIOM,C1,phrase,
new blood,IDIOM,C1,phrase,
in a nutshell,IDIOM,C1,phrase,
on the job,IDIOM,C1,phrase,
on track,IDIOM,C1,phrase,
out of the blue,IDIOM,C1,phrase,
keep a cool head,IDIOM,C2,phrase,
keep your eyes open (for sb/sth),IDIOM,C2,phrase,
keep your eyes peeled (for sb/sth),IDIOM,C2,phrase,
keep a straight face,IDIOM,C2,phrase,
keep your head above water,IDIOM,C2,phrase,
keep sb on their toes,IDIOM,C2,phrase,
a labor of love,IDIOM,C2,phrase,
leave someone to their own devices,IDIOM,C2,phrase,
let your guard down,IDIOM,C2,phrase,
let your hair down,IDIOM,C2,phrase,
let off steam,IDIOM,C2,phrase,
lose face,IDIOM,C2,phrase,
lose your cool,IDIOM,C2,phrase,
lose sight of sth,IDIOM,C2,phrase,
lose sleep over something,IDIOM,C2,phrase,
a labor of love,IDIOM,C2,phrase,
a stroll/trip/walk down memory lane,IDIOM,C2,phrase,
miss the boat,IDIOM,C2,phrase,
on the spur of the moment,IDIOM,C2,phrase,
go through the motions,IDIOM,C2,phrase,
turn over a new leaf,IDIOM,C2,phrase,
off the beaten track,IDIOM,C2,phrase,
burn the midnight oil,IDIOM,C2,phrase,
on the face of it,IDIOM,C2,phrase,
be on (your) guard,IDIOM,C2,phrase,
on the spur of the moment,IDIOM,C2,phrase,
be on the same wavelength,IDIOM,C2,phrase,
on the spot,IDIOM,C2,phrase,
open your heart,IDIOM,C2,phrase,
keep your eyes open (for sb/sth),IDIOM,C2,phrase,
down and out,IDIOM,C2,phrase,
the ins and outs of sth,IDIOM,C2,phrase,
the jury is (still) out,IDIOM,C2,phrase,
out of your depth,IDIOM,C2,phrase,
(be) out of line,IDIOM,C2,phrase,
get out of hand,IDIOM,C2,phrase,
hold your own,IDIOM,C2,phrase,
part and parcel,IDIOM,C2,phrase,
the military,,C1,phrase,
regards,,B1,phrase,communication
No problem.,WILL DO,A2,phrase,communication
No problem.,FRIENDLY ANSWER,A2,phrase,communication
a pile of/ piles of sth,,B2,phrase,describing things
be a piece of cake,,B2,phrase,people: personality
in/with regard to sth,,B2,phrase,
require sb to do sth,,B2,phrase,
make a run for it,,C2,phrase,
hit the roof,IDIOM,C2,phrase,
not be/come up to scratch,IDIOM,C2,phrase,
have a chip on your shoulder,IDIOM,C2,phrase,
rub it in,,C2,phrase,
"scare the hell/life/living daylights, etc. out of sb",,C2,phrase,
a riot of sth,,C2,phrase,
keep in shape,,B2,phrase,body and health
out of shape,,C2,phrase,body and health
keep/break a promise,,B2,phrase,communication
at this rate,,C2,phrase,communication
at any rate,,C2,phrase,communication
round of applause,,C2,phrase,communication
in response to,,B2,phrase,communication
put pressure on sb,,B2,phrase,communication
"raise a question/subject, etc.",,B2,phrase,communication
it goes without saying,,B2,phrase,communication
raise your voice,,C1,phrase,communication
to say the least,,C1,phrase,communication
needless to say,,C1,phrase,communication
safe to say,,C1,phrase,communication
"share your problems/thoughts/ideas, etc.",,C1,phrase,communication
ring hollow,,C2,phrase,communication
all shapes and sizes,,C2,phrase,describing things
out of season,,C1,phrase,food and drink
hold/keep/take sb prisoner,,C2,phrase,people: actions
"retreat to/into, etc.",,C2,phrase,people: actions
"put sth down/in/on, etc.",,A1,phrase,people: actions
set a date/time (for sth),,B1,phrase,people: actions
put an end to sth,,B2,phrase,people: actions
"rub sth into/on, etc.",,B2,phrase,people: actions
put something into practice,,C1,phrase,people: actions
put sth to one side,,C2,phrase,people: actions
"first/second/third/final, etc., round",,B2,phrase,shopping
out of season,,C2,phrase,travel
on the road,,C1,phrase,travel
recharge your batteries,IDIOM,C2,phrase,
"bear a/little/no, etc. resemblance to sth/sb",,C2,phrase,
to sb's satisfaction,,C2,phrase,
take/accept/claim responsibility for sth,,B2,phrase,
"a sheet of paper/glass, etc.",,A2,phrase,
Route,,B1,phrase,
in person,,B2,phrase,
the pros and cons,,B2,phrase,
roots,,B2,phrase,
in a row,,B2,phrase,
in the long run,,B2,phrase,
in season,,B2,phrase,
first-/second-/third-rate,,C1,phrase,
in the region of sth,,C1,phrase,
mouth of a river,,C1,phrase,
the root of sth,,C1,phrase,
on show,,C1,phrase,
bits and pieces,,C2,phrase,
on principle,,C2,phrase,
in the process,,C2,phrase,
be in the process of doing sth,,C2,phrase,
have/keep your finger on the pulse,,C2,phrase,
a last resort,,C2,phrase,
"sb's rise to fame/power, etc.",,C2,phrase,
give rise to sth,,C2,phrase,
a roof over your head,,C2,phrase,
a run of sth,,C2,phrase,
(the) seeds of sth,,C2,phrase,
keep a low profile,IDIOM,C1,phrase,
from scratch,IDIOM,C1,phrase,
go/fall to pieces,IDIOM,C2,phrase,
pick up the pieces,IDIOM,C2,phrase,
be poles apart,IDIOM,C2,phrase,
go through the roof,IDIOM,C2,phrase,
send shivers/a shiver down your spine,IDIOM,C2,phrase,
a shoulder to cry on,IDIOM,C2,phrase,
the public,,B1,phrase,
in progress,,B2,phrase,
in reverse,,C1,phrase,
the opposite sex,,C1,phrase,
peace of mind,,C2,phrase,
fall prey to sth,,C2,phrase,
invade sb's privacy,,C2,phrase,
an invasion of privacy,,C2,phrase,
swallow your pride,IDIOM,C2,phrase,
Road,,A1,phrase,
"in good/bad, etc. shape",,B2,phrase,
come to the/sb's rescue,,C2,phrase,
beyond/without a/the shadow of a doubt,,C2,phrase,
take shape,,C2,phrase,
your (fair) share of sth,,C2,phrase,
learn/know the ropes,IDIOM,C2,phrase,
the people,,C1,phrase,
the perfect (tense),,B2,phrase,
"peek out/at/through, etc.",,C2,phrase,
"peep through/at/out, etc.",,C2,phrase,
proceed to do sth,,C2,phrase,
"rise to/through, etc.",,C2,phrase,
show sb what to do/how to do sth,,B1,phrase,
be said to be,,B2,phrase,
seize a chance/opportunity,,B2,phrase,
"present a problem/conflict/danger, etc.",,C1,phrase,
put sb in a difficult position,,C1,phrase,
put your mind to it,,C1,phrase,
put a stop to sth,,C1,phrase,
"satisfy conditions/needs/requirements, etc.",,C1,phrase,
say sth to yourself,,C1,phrase,
like I said,,C1,phrase,
sad to say,,C1,phrase,
"be posted to France/London/Singapore, etc.",,C2,phrase,
prompt sb to do sth,,C2,phrase,
prove yourself,,C2,phrase,
put sb to death,,C2,phrase,
put sb/sth first,,C2,phrase,
put sb to death,,C2,phrase,
put sb/sth first,,C2,phrase,
"raise hopes/fears/doubts, etc.",,C2,phrase,
rob sb of sth,,C2,phrase,
to say nothing of sth,,C2,phrase,
keep sb posted,IDIOM,C1,phrase,
easier said than done,IDIOM,C1,phrase,
pick up the pieces,IDIOM,C2,phrase,
put your finger on sth,IDIOM,C2,phrase,
put your foot down,IDIOM,C2,phrase,
put your feet up,IDIOM,C2,phrase,
put sb in their place,IDIOM,C2,phrase,
put sb on the spot,IDIOM,C2,phrase,
put your finger on sth,IDIOM,C2,phrase,
put your foot down,IDIOM,C2,phrase,
put your feet up,IDIOM,C2,phrase,
put your foot in your mouth,IDIOM,C2,phrase,
send shivers/a shiver down your spine,IDIOM,C2,phrase,
"rip sth out/off/from, etc.",,C1,phrase,
"anything/as/what/whatever, etc. you please",,C2,phrase,
read between the lines,IDIOM,C2,phrase,
ring a bell,IDIOM,C2,phrase,
in reference to sth,,B2,phrase,communication
with respect to sth,,B2,phrase,communication
in the picture,IDIOM,C2,phrase,communication
quite a bit,,B1,phrase,describing things
rip sb off,,C2,phrasal verb,money
"remain at/in/with, etc.",,B2,phrase,
a plethora of sth,,C2,phrase,
pose a/the question,,C2,phrase,
pose a/the question,,C2,phrase,
relative to sth,,C2,phrase,
pretty much/well,,B2,phrase,
"the same old story/thing/people, etc.",,C1,phrase,
get the picture,IDIOM,C2,phrase,
if/when push comes to shove,IDIOM,C2,phrase,
pleased to meet you,,A2,phrase,communication
be responsible for sth/doing sth,,B2,phrase,crime
be responsible for sb/sth/doing sth,,B1,phrase,work
the prosecution,,C2,phrase,crime
relations,,B2,phrase,relationships
Really?,,A2,phrase,communication
not really,,B1,phrase,communication
"relatively good/bad/cheap, etc.",,B2,phrase,communication
"reasonably good/successful/well, etc.",,B2,phrase,describing things
take sb/sth seriously,,B2,phrase,people: personality
the radio,,A1,phrase,arts and media
the press,,B2,phrase,arts and media
play sth by ear,,C2,phrase,arts and media
shake off sth or shake sth off,,C2,phrasal verb,body and health
pull a muscle,,C2,phrase,body and health
a sharp pain,,C2,phrase,body and health
pick on sb,,B2,phrasal verb,communication
point out sth or point sth out,,B2,phrasal verb,communication
put down sb or put sb down,,B2,phrasal verb,communication
read out sth or read sth out,,B2,phrasal verb,communication
read over/through sth or read sth over/through,,B2,phrasal verb,communication
refer to sb/sth,,B2,phrasal verb,communication
set out sth or set sth out,,B2,phrasal verb,communication
put sth forward or put forward sth,,C1,phrasal verb,communication
run down sb/sth or run sb/sth down,,C1,phrasal verb,communication
rule out sb/sth or rule sb/sth out,,C2,phrasal verb,communication
see you,,A1,phrase,communication
"see you later/soon/tomorrow, etc.",,A1,phrase,communication
a pity,,A2,phrase,communication
the point,,B2,phrase,communication
put pressure on sb,,B2,phrase,communication
protest (about/against sth),,B2,phrase,communication
push (sb) for sth/to do sth,,B2,phrase,communication
"reach a decision/agreement/conclusion, etc.",,B2,phrase,communication
make sense,,B2,phrase,communication
safe to say,,C1,phrase,communication
all/just the same,,C1,phrase,communication
I'll/we'll see,,C1,phrase,communication
in a sense,,C1,phrase,communication
in short,,C1,phrase,communication
pay sb a compliment,,C2,phrase,communication
pay tribute to sb/sth,,C2,phrase,communication
make sth public,,C2,phrase,communication
press charges,,C2,phrase,crime
the same,,A1,phrase,describing things
quite a few/a lot,,A2,phrase,describing things
be short of sth,,B1,phrase,describing things
out of proportion,,C2,phrase,describing things
pick up sth or pick sth up,,B2,phrasal verb,education
"a dance/language/riding, etc. school",,A2,phrase,education
pay back sb/sth or pay sb/sth back,,B1,phrasal verb,money
pay off sth or pay sth off,,B2,phrasal verb,money
set sth aside or set aside sth,,B2,phrasal verb,money
put sth aside,,C1,phrasal verb,money
it rains/it is raining,,A1,phrase,natural world
pick up sb/sth or pick sb/sth up,LIFT,A2,phrasal verb,people: actions
pick up sb/sth or pick sb/sth up,GET,A2,phrasal verb,people: actions
put on sth or put sth on,MAKEUP,A2,phrasal verb,people: actions
put on sth or put sth on,MUSIC/MOVIE,A2,phrasal verb,people: actions
put away sth or put sth away,,B1,phrasal verb,people: actions
put back sth or put sth back,,B1,phrasal verb,people: actions
put down sb/sth or put sb/sth down,,B1,phrasal verb,people: actions
put off sth/doing sth or put sth off,,B1,phrasal verb,people: actions
put out sth or put sth out,,B1,phrasal verb,people: actions
put up sth or put sth up,RAISE,B1,phrasal verb,people: actions
put up sth or put sth up,SPREAD,B1,phrasal verb,people: actions
show sb around,,B1,phrasal verb,people: actions
run away,,B2,phrasal verb,people: actions
run into sb,,B2,phrasal verb,people: actions
see to sth/sb,,B2,phrasal verb,people: actions
set up sth or set sth up,EVENT/ACTIVITY,B2,phrasal verb,people: actions
settle down,FEEL COMFORTABLE,B2,phrasal verb,people: actions
plunge sth into sth,,C2,phrasal verb,people: actions
plunge into sth,,C2,phrasal verb,people: actions
run around,,C2,phrasal verb,people: actions
seal off sth or seal sth off,,C2,phrasal verb,people: actions
send sth out or send out sth,,C2,phrasal verb,people: actions
